rank,content_id,client_id,position_tier,avg_position,impressions_90d,ctr,expected_ctr_for_tier,ctr_gap_score,reason_low_ctr_vs_tier,reason_high_stakes,reason_also_low_engagement
6994,content_36b688baa3b9,client_19581e27de,page_1,4.9,14529,0.55,0.24,0.0,False,True,False
6995,content_d949c2698810,client_a88a7902cb,page_1,7.9,14510,0.37,0.24,0.0,False,True,False
6996,content_a65a344e69e6,client_3fdba35f04,page_1,5.8,14508,0.32,0.24,0.0,False,True,False
6997,content_6572c9c161a9,client_6208ef0f77,striking,16.7,14494,0.45,0.17,0.0,False,True,False
6998,content_b0dd771d5f36,client_19581e27de,page_1,3.0,14443,0.27,0.24,0.0,False,True,True
6999,content_8047972d7c7c,client_6208ef0f77,striking,20.0,14423,0.19,0.17,0.0,False,True,True
7000,content_f78762b4f26c,client_349c41201b,striking,12.3,14406,0.35,0.17,0.0,False,True,False
7001,content_a5daa25a18c2,client_6208ef0f77,striking,11.2,14395,0.66,0.17,0.0,False,True,False
7002,content_bde69f9bff69,client_19581e27de,page_1,4.4,14390,0.5,0.24,0.0,False,True,False
7003,content_c693e7152834,client_6208ef0f77,striking,14.7,14384,1.21,0.17,0.0,False,True,False
7004,content_aa099e9ffd85,client_bbb965ab0c,page_1,5.1,14377,0.72,0.24,0.0,False,True,False
7005,content_b23c275eb839,client_7f2253d7e2,page_1,5.1,14371,0.29,0.24,0.0,False,True,False
7006,content_b5848046fbb4,client_4e07408562,page_1,4.3,14362,0.39,0.24,0.0,False,True,False
7007,content_52cf569ad788,client_19581e27de,page_1,3.6,14350,0.54,0.24,0.0,False,True,False
7008,content_9ba1129c3738,client_19581e27de,page_1,5.2,14346,0.24,0.24,0.0,False,True,True
7009,content_0953a4285d4f,client_19581e27de,page_1,3.8,14316,0.5,0.24,0.0,False,True,False
7010,content_234290659778,client_19581e27de,page_1,4.2,14307,0.29,0.24,0.0,False,True,False
7011,content_aeda93d860df,client_349c41201b,page_1,7.7,14265,0.47,0.24,0.0,False,True,False
7012,content_567fc34e54ff,client_19581e27de,page_1,6.8,14250,0.29,0.24,0.0,False,True,False
7013,content_7fa5b517e1fd,client_19581e27de,top_3,2.6,14236,0.29,0.2,0.0,False,True,False
7014,content_18edc5569905,client_349c41201b,page_1,6.6,14234,0.53,0.24,0.0,False,True,False
7015,content_3262367fe9ba,client_19581e27de,page_1,5.5,14232,0.87,0.24,0.0,False,True,False
7016,content_99aa6e14787a,client_4e07408562,page_1,5.4,14188,0.75,0.24,0.0,False,True,False
7017,content_222fd5af2fd2,client_3fdba35f04,page_1,3.7,14186,0.39,0.24,0.0,False,True,False
7018,content_74aa486106a1,client_4e07408562,page_1,8.7,14173,0.4,0.24,0.0,False,True,False
7019,content_132d9dd3d547,client_19581e27de,page_1,6.4,14164,0.25,0.24,0.0,False,True,False
7020,content_f4441c6b6a5f,client_3fdba35f04,striking,18.0,14150,0.3,0.17,0.0,False,True,False
7021,content_b4aae044ca25,client_4e07408562,page_1,8.1,14126,0.3,0.24,0.0,False,True,False
7022,content_09f36a8feb8c,client_4e07408562,page_1,8.1,14106,0.26,0.24,0.0,False,True,False
7023,content_8160d36df806,client_19581e27de,top_3,2.8,14105,0.28,0.2,0.0,False,True,True
7024,content_b84ad5660497,client_3fdba35f04,page_1,7.2,14093,1.2,0.24,0.0,False,True,False
7025,content_bbd29ea092f6,client_19581e27de,page_1,5.7,14062,0.4,0.24,0.0,False,True,False
7026,content_7c23c969bcd3,client_b4944c6ff0,page_1,4.0,14054,1.15,0.24,0.0,False,True,False
7027,content_9529127853bf,client_19581e27de,page_1,4.9,14013,0.86,0.24,0.0,False,True,False
7028,content_a82c7ace07e0,client_19581e27de,page_1,5.9,14013,0.76,0.24,0.0,False,True,False
7029,content_ddf358ee59d0,client_19581e27de,page_1,4.3,14010,0.37,0.24,0.0,False,True,False
7030,content_5ce022a87396,client_19581e27de,page_1,4.4,14004,0.37,0.24,0.0,False,True,True
7031,content_9dbc1ef67ad9,client_19581e27de,page_1,6.3,13967,0.24,0.24,0.0,False,True,True
7032,content_6a25547cf30b,client_4e07408562,page_1,4.7,13967,0.31,0.24,0.0,False,True,False
7033,content_c1af6b8ae752,client_6208ef0f77,striking,15.9,13964,0.37,0.17,0.0,False,True,False
7034,content_dde215c24811,client_3fdba35f04,page_1,7.8,13952,0.64,0.24,0.0,False,True,False
7035,content_df5fa500c418,client_3fdba35f04,page_1,7.7,13951,0.4,0.24,0.0,False,True,False
7036,content_f98acea86e02,client_7f2253d7e2,striking,10.4,13942,0.2,0.17,0.0,False,True,False
7037,content_18c6a9f656f5,client_7f2253d7e2,striking,11.7,13870,0.5,0.17,0.0,False,True,False
7038,content_7ca49b480f4a,client_19581e27de,page_1,5.1,13862,0.57,0.24,0.0,False,True,False
7039,content_44fa9329b26b,client_19581e27de,page_1,4.6,13856,0.6,0.24,0.0,False,True,False
7040,content_4d265ba76d91,client_3fdba35f04,striking,12.1,13839,0.17,0.17,0.0,False,True,False
7041,content_e828799cd882,client_19581e27de,top_3,1.9,13813,0.2,0.2,0.0,False,True,True
7042,content_13bbb8906b4b,client_349c41201b,page_1,8.1,13800,0.78,0.24,0.0,False,True,True
7043,content_345b8ca63185,client_19581e27de,page_1,3.7,13792,0.53,0.24,0.0,False,True,False
7044,content_aa522a6beecb,client_4e07408562,striking,11.3,13790,0.37,0.17,0.0,False,True,False
7045,content_20ffa0684518,client_b4944c6ff0,page_1,5.2,13790,0.47,0.24,0.0,False,True,False
7046,content_788fed4cefcf,client_4e07408562,striking,15.0,13786,0.66,0.17,0.0,False,True,False
7047,content_82497e797015,client_b4944c6ff0,page_1,3.5,13743,0.28,0.24,0.0,False,True,False
7048,content_e8f3624e18ec,client_3fdba35f04,striking,10.9,13742,0.2,0.17,0.0,False,True,False
7049,content_c85b224ecbe1,client_349c41201b,page_1,5.9,13739,0.5,0.24,0.0,False,True,True
7050,content_837d4636230d,client_349c41201b,page_1,8.9,13727,0.71,0.24,0.0,False,True,False
7051,content_3a59ab89b70c,client_349c41201b,page_1,7.6,13710,0.46,0.24,0.0,False,True,True
7052,content_9bd8ee3cff75,client_6208ef0f77,striking,18.6,13708,0.23,0.17,0.0,False,True,False
7053,content_b545ea9e52f1,client_19581e27de,page_1,6.3,13706,0.34,0.24,0.0,False,True,False
7054,content_3d573c8bac01,client_3fdba35f04,page_1,9.8,13699,0.27,0.24,0.0,False,True,False
7055,content_094dc8785859,client_19581e27de,page_1,5.0,13674,0.74,0.24,0.0,False,True,True
7056,content_1da1910ea187,client_19581e27de,page_1,5.4,13659,0.42,0.24,0.0,False,True,False
7057,content_8ba7cb020517,client_6208ef0f77,top_3,1.8,13655,0.39,0.2,0.0,False,True,False
7058,content_149efad4adeb,client_b4944c6ff0,page_1,4.7,13653,0.51,0.24,0.0,False,True,False
7059,content_b213abe5e448,client_19581e27de,page_1,7.0,13648,0.26,0.24,0.0,False,True,False
7060,content_d35dedd656cd,client_6208ef0f77,page_1,7.1,13626,0.46,0.24,0.0,False,True,False
7061,content_6608fd6d1627,client_7f2253d7e2,page_1,7.1,13601,1.04,0.24,0.0,False,True,False
7062,content_1be1c6f083ce,client_4e07408562,page_1,3.4,13592,0.89,0.24,0.0,False,True,False
7063,content_3f5bc363a67d,client_4e07408562,striking,10.6,13590,0.23,0.17,0.0,False,True,False
7064,content_547f88b11035,client_19581e27de,page_1,3.0,13590,0.45,0.24,0.0,False,True,False
7065,content_74d16ef677bf,client_6208ef0f77,striking,13.0,13588,0.83,0.17,0.0,False,True,False
7066,content_c0d52d9e1154,client_7f2253d7e2,striking,11.0,13585,0.28,0.17,0.0,False,True,False
7067,content_838e38eaa3f1,client_3fdba35f04,page_1,5.5,13570,0.6,0.24,0.0,False,True,False
7068,content_69cdbc18baca,client_6208ef0f77,striking,12.2,13567,1.3,0.17,0.0,False,True,False
7069,content_8b2fb680ed83,client_6208ef0f77,striking,13.4,13564,0.52,0.17,0.0,False,True,False
7070,content_30a537965729,client_349c41201b,page_1,7.3,13561,1.19,0.24,0.0,False,True,False
7071,content_f5c34d912af8,client_4e07408562,page_1,6.3,13553,0.77,0.24,0.0,False,True,False
7072,content_00144b1e6482,client_6208ef0f77,striking,14.4,13546,1.23,0.17,0.0,False,True,False
7073,content_35e8c1214cae,client_3fdba35f04,striking,14.1,13522,0.31,0.17,0.0,False,True,False
7074,content_9f91f0a66d76,client_7f2253d7e2,striking,16.0,13513,0.21,0.17,0.0,False,True,False
7075,content_c20b319ee949,client_3fdba35f04,page_1,8.4,13512,1.77,0.24,0.0,False,True,False
7076,content_ab3a17c9fed2,client_19581e27de,page_1,4.1,13505,0.49,0.24,0.0,False,True,False
7077,content_b7fc66f280be,client_19581e27de,top_3,2.8,13502,1.04,0.2,0.0,False,True,True
7078,content_d5a7cdc69f42,client_f74efabef1,page_1,3.7,13482,0.39,0.24,0.0,False,True,False
7079,content_a814127a0276,client_6208ef0f77,striking,17.3,13478,0.29,0.17,0.0,False,True,False
7080,content_c927eb7d0af9,client_a88a7902cb,page_1,4.0,13478,0.89,0.24,0.0,False,True,False
7081,content_dcf5586c3f04,client_6208ef0f77,striking,15.1,13452,0.83,0.17,0.0,False,True,False
7082,content_eed67fb12c02,client_4e07408562,page_1,6.6,13451,0.33,0.24,0.0,False,True,False
7083,content_26da1548ae16,client_4e07408562,page_1,5.3,13450,0.26,0.24,0.0,False,True,False
7084,content_ee02b76fa909,client_349c41201b,page_1,5.8,13448,0.34,0.24,0.0,False,True,False
7085,content_a335c928f213,client_6208ef0f77,striking,16.4,13438,1.2,0.17,0.0,False,True,False
7086,content_186e5b89b0e3,client_3fdba35f04,striking,13.2,13425,0.36,0.17,0.0,False,True,False
7087,content_d7e9829c3b39,client_7f2253d7e2,striking,18.9,13402,0.5,0.17,0.0,False,True,False
7088,content_56a74e388e0a,client_19581e27de,top_3,2.7,13398,0.58,0.2,0.0,False,True,False
7089,content_d900c4c21e90,client_3fdba35f04,striking,13.4,13390,0.4,0.17,0.0,False,True,False
7090,content_4de67079923c,client_a88a7902cb,page_1,7.4,13373,0.29,0.24,0.0,False,True,False
7091,content_7dff534db3ae,client_f74efabef1,page_1,5.3,13347,0.31,0.24,0.0,False,True,False
7092,content_17c1e48ab908,client_19581e27de,page_1,5.4,13344,0.25,0.24,0.0,False,True,True
7093,content_43238562dba5,client_19581e27de,page_1,5.9,13339,0.24,0.24,0.0,False,True,False
7094,content_2d306958d333,client_3fdba35f04,page_1,4.3,13336,0.25,0.24,0.0,False,True,False
7095,content_3d692171bc50,client_19581e27de,top_3,2.7,13332,0.38,0.2,0.0,False,True,True
7096,content_6c34b50d543a,client_6208ef0f77,striking,15.7,13322,0.23,0.17,0.0,False,True,False
7097,content_74abaf41e041,client_6208ef0f77,striking,17.3,13309,0.69,0.17,0.0,False,True,False
7098,content_1092524327c4,client_6208ef0f77,page_1,8.3,13307,0.88,0.24,0.0,False,True,False
7099,content_ea50273c9a46,client_3fdba35f04,striking,11.4,13307,0.29,0.17,0.0,False,True,False
7100,content_0a91db491d14,client_7f2253d7e2,striking,10.5,13299,0.49,0.17,0.0,False,True,False
7101,content_f186f615fb41,client_19581e27de,top_3,2.9,13288,0.24,0.2,0.0,False,True,False
7102,content_4f81b031719a,client_19581e27de,page_1,6.1,13286,0.39,0.24,0.0,False,True,True
7103,content_db499a36bfa5,client_4e07408562,striking,11.6,13271,0.32,0.17,0.0,False,True,True
7104,content_4a6e2df5ebde,client_19581e27de,page_1,3.7,13268,0.52,0.24,0.0,False,True,False
7105,content_9483a12a1ecc,client_4e07408562,striking,11.1,13246,0.41,0.17,0.0,False,True,False
7106,content_780059759ff5,client_4e07408562,page_1,4.4,13210,0.36,0.24,0.0,False,True,False
7107,content_3025f00bd705,client_19581e27de,page_1,4.8,13207,0.28,0.24,0.0,False,True,False
7108,content_efc94490b8fa,client_19581e27de,page_1,4.5,13197,0.56,0.24,0.0,False,True,False
7109,content_f7b30367f7f2,client_19581e27de,page_1,3.7,13195,0.29,0.24,0.0,False,True,False
7110,content_ace85f57637c,client_19581e27de,page_1,6.7,13193,0.33,0.24,0.0,False,True,False
7111,content_06982d69786c,client_6208ef0f77,striking,17.9,13162,0.17,0.17,0.0,False,True,False
7112,content_2499632d6977,client_6208ef0f77,striking,15.3,13159,0.39,0.17,0.0,False,True,False
7113,content_69235437ce4d,client_19581e27de,page_1,5.5,13158,0.25,0.24,0.0,False,True,True
7114,content_c33bfca8035b,client_7f2253d7e2,page_1,3.7,13144,0.62,0.24,0.0,False,True,False
7115,content_63955827d8cd,client_19581e27de,page_1,5.3,13136,0.56,0.24,0.0,False,True,False
7116,content_19b2e2ca87ea,client_7f2253d7e2,page_1,5.9,13121,1.36,0.24,0.0,False,True,False
7117,content_2326b09b5e1f,client_4e07408562,page_1,6.7,13117,0.25,0.24,0.0,False,True,False
7118,content_4a985ecc3b05,client_6208ef0f77,striking,12.7,13109,0.49,0.17,0.0,False,True,False
7119,content_ba8edc136162,client_4e07408562,striking,16.2,13082,0.44,0.17,0.0,False,True,False
7120,content_dc7af5f5be33,client_19581e27de,page_1,5.9,13061,0.35,0.24,0.0,False,True,False
7121,content_e64f06bdeadf,client_19581e27de,top_3,2.7,13056,0.29,0.2,0.0,False,True,False
7122,content_6df19f8eb4d4,client_4e07408562,page_1,7.9,13055,0.33,0.24,0.0,False,True,False
7123,content_1bafacc7af8c,client_6208ef0f77,striking,11.4,13035,0.56,0.17,0.0,False,True,False
7124,content_3847afd543b8,client_6208ef0f77,striking,17.8,13033,0.46,0.17,0.0,False,True,False
7125,content_09afda832f06,client_6208ef0f77,page_1,9.9,13017,1.81,0.24,0.0,False,True,False
7126,content_f78faba0af78,client_4e07408562,page_1,5.6,13011,0.55,0.24,0.0,False,True,False
7127,content_20e4b9f7f65e,client_7f2253d7e2,striking,15.2,12992,0.9,0.17,0.0,False,True,False
7128,content_16d3acfeb640,client_19581e27de,page_1,6.4,12979,0.39,0.24,0.0,False,True,False
7129,content_5431995da484,client_3fdba35f04,page_1,8.7,12976,0.4,0.24,0.0,False,True,False
7130,content_d528ddbf6c57,client_19581e27de,page_1,5.0,12965,0.45,0.24,0.0,False,True,False
7131,content_36ddf695beb7,client_4e07408562,page_1,5.5,12932,0.28,0.24,0.0,False,True,False
7132,content_b1863d5d594f,client_6208ef0f77,striking,17.9,12918,0.42,0.17,0.0,False,True,False
7133,content_d88a80933ba2,client_7f2253d7e2,striking,10.6,12892,0.83,0.17,0.0,False,True,False
7134,content_f5475c3cab1c,client_4e07408562,page_1,7.2,12883,0.33,0.24,0.0,False,True,False
7135,content_8ecb17bee376,client_7f2253d7e2,striking,10.5,12879,0.54,0.17,0.0,False,True,False
7136,content_58e1add8ebf5,client_19581e27de,page_1,4.0,12868,0.42,0.24,0.0,False,True,False
7137,content_95dce74ff4a9,client_6208ef0f77,striking,19.7,12863,0.79,0.17,0.0,False,True,False
7138,content_c4dba8c78807,client_f74efabef1,page_1,10.0,12852,0.51,0.24,0.0,False,True,False
7139,content_9bc81fb810b7,client_3fdba35f04,striking,13.5,12841,0.19,0.17,0.0,False,True,False
7140,content_d7fb68efad3e,client_f74efabef1,page_1,4.9,12829,0.34,0.24,0.0,False,True,False
7141,content_87c06bfe4e3b,client_3fdba35f04,striking,13.7,12815,0.55,0.17,0.0,False,True,False
7142,content_33d1b80a149c,client_4e07408562,striking,16.6,12808,0.3,0.17,0.0,False,True,False
7143,content_9850ddfb01b1,client_6208ef0f77,page_1,6.9,12807,0.48,0.24,0.0,False,True,False
7144,content_b734a525bbce,client_19581e27de,page_1,3.6,12804,0.3,0.24,0.0,False,True,False
7145,content_fbb4b51c46ec,client_19581e27de,page_1,7.4,12803,0.29,0.24,0.0,False,True,True
7146,content_81925e48c532,client_3fdba35f04,page_1,4.9,12789,1.02,0.24,0.0,False,True,False
7147,content_d643674bfdca,client_4e07408562,striking,14.5,12776,0.3,0.17,0.0,False,True,False
7148,content_289b7704a2bf,client_3fdba35f04,page_1,4.3,12758,0.43,0.24,0.0,False,True,False
7149,content_50f49cc37fe0,client_6208ef0f77,page_1,9.9,12749,0.4,0.24,0.0,False,True,False
7150,content_eac9815a500f,client_4e07408562,striking,16.6,12741,0.18,0.17,0.0,False,True,False
7151,content_1110b7eac6d6,client_6208ef0f77,striking,14.7,12737,0.6,0.17,0.0,False,True,False
7152,content_f55a06663586,client_19581e27de,top_3,1.4,12734,0.2,0.2,0.0,False,True,False
7153,content_cddd5aa6c5be,client_7f2253d7e2,striking,13.6,12732,0.94,0.17,0.0,False,True,False
7154,content_679a46fe2fa3,client_349c41201b,page_1,8.6,12715,1.05,0.24,0.0,False,True,False
7155,content_aa20b0b19707,client_6208ef0f77,striking,11.9,12714,1.6,0.17,0.0,False,True,False
7156,content_cb0355045d6b,client_3fdba35f04,page_1,3.6,12695,0.29,0.24,0.0,False,True,False
7157,content_26398ced280d,client_6208ef0f77,striking,14.9,12693,0.43,0.17,0.0,False,True,False
7158,content_12865e681d4a,client_f369cb89fc,page_1,4.0,12691,0.54,0.24,0.0,False,True,False
7159,content_0767e577434a,client_b4944c6ff0,page_1,5.5,12687,0.36,0.24,0.0,False,True,False
7160,content_a219938761d0,client_19581e27de,page_1,3.6,12685,0.38,0.24,0.0,False,True,False
7161,content_4a519bf8cdbd,client_bbb965ab0c,page_1,5.5,12673,0.24,0.24,0.0,False,True,True
7162,content_d78212c796b8,client_6208ef0f77,striking,10.2,12663,0.64,0.17,0.0,False,True,False
7163,content_28a0250266e3,client_6208ef0f77,striking,17.7,12660,0.72,0.17,0.0,False,True,False
7164,content_79a38942d476,client_6208ef0f77,striking,15.6,12633,0.25,0.17,0.0,False,True,False
7165,content_6baa8098c6d1,client_a88a7902cb,striking,10.9,12622,0.18,0.17,0.0,False,True,False
7166,content_e9bb7915230b,client_19581e27de,page_1,5.4,12614,0.3,0.24,0.0,False,True,False
7167,content_94f70b09a5a3,client_3fdba35f04,striking,17.8,12608,0.29,0.17,0.0,False,True,False
7168,content_0ac51e0dae75,client_4e07408562,page_1,6.8,12586,0.64,0.24,0.0,False,True,False
7169,content_48f784c610f6,client_bbb965ab0c,page_1,3.7,12573,0.72,0.24,0.0,False,True,False
7170,content_b5c65940f6f0,client_19581e27de,page_1,5.7,12565,0.72,0.24,0.0,False,True,False
7171,content_cfb1740609a1,client_7f2253d7e2,page_1,5.3,12560,0.41,0.24,0.0,False,True,False
7172,content_c288866aa17e,client_6208ef0f77,page_1,9.7,12548,2.15,0.24,0.0,False,True,False
7173,content_81fbc53e89d2,client_19581e27de,page_1,4.4,12534,0.81,0.24,0.0,False,True,False
7174,content_5c2f0a10d03c,client_6208ef0f77,striking,16.6,12533,0.47,0.17,0.0,False,True,False
7175,content_f2e17f43d86d,client_3fdba35f04,page_1,4.5,12523,0.38,0.24,0.0,False,True,False
7176,content_8ad23a0c248d,client_19581e27de,page_1,7.2,12518,0.27,0.24,0.0,False,True,True
7177,content_968d9a20b530,client_7f2253d7e2,page_1,7.2,12509,1.07,0.24,0.0,False,True,False
7178,content_1d5653c73d6d,client_349c41201b,striking,11.6,12506,0.22,0.17,0.0,False,True,False
7179,content_84e25eb7e6cd,client_19581e27de,page_1,5.8,12504,0.53,0.24,0.0,False,True,False
7180,content_abf8670bf9c2,client_6208ef0f77,striking,13.9,12497,1.21,0.17,0.0,False,True,False
7181,content_44313a51f457,client_4e07408562,page_1,4.9,12495,2.26,0.24,0.0,False,True,False
7182,content_5c9a78188bfb,client_b4944c6ff0,top_3,2.6,12468,0.96,0.2,0.0,False,True,False
7183,content_bca9b90543a8,client_6208ef0f77,striking,11.6,12467,0.42,0.17,0.0,False,True,False
7184,content_a2123751d2f8,client_19581e27de,top_3,1.9,12466,0.35,0.2,0.0,False,True,False
7185,content_b03bdef6a21a,client_6208ef0f77,page_1,7.5,12464,1.13,0.24,0.0,False,True,False
7186,content_327737fd919a,client_19581e27de,page_1,5.7,12440,0.55,0.24,0.0,False,True,False
7187,content_ee65fbaffa57,client_4e07408562,striking,10.4,12434,0.17,0.17,0.0,False,True,True
7188,content_831cc0a27ac2,client_4e07408562,page_1,5.3,12431,0.47,0.24,0.0,False,True,False
7189,content_ee46e01e50e6,client_19581e27de,page_1,5.5,12425,0.3,0.24,0.0,False,True,True
7190,content_14ac85a5baa4,client_6208ef0f77,striking,19.5,12413,0.31,0.17,0.0,False,True,False
7191,content_dbc67d72987b,client_19581e27de,page_1,3.5,12413,0.44,0.24,0.0,False,True,False
7192,content_a9b9b01c5b7c,client_3fdba35f04,page_1,7.3,12413,0.67,0.24,0.0,False,True,False
7193,content_173a7e7353c0,client_349c41201b,striking,18.3,12407,0.27,0.17,0.0,False,True,True
7194,content_b2cda677fc42,client_19581e27de,top_3,2.7,12405,0.67,0.2,0.0,False,True,True
7195,content_b5f9e5625621,client_6208ef0f77,page_1,8.9,12386,1.53,0.24,0.0,False,True,False
7196,content_47e23439a6ea,client_3fdba35f04,striking,10.6,12377,0.57,0.17,0.0,False,True,False
7197,content_0ed946742162,client_349c41201b,page_1,5.0,12365,0.3,0.24,0.0,False,True,False
7198,content_ef5401b47754,client_349c41201b,page_1,4.6,12355,0.91,0.24,0.0,False,True,False
7199,content_cb3b002631a6,client_19581e27de,page_1,3.1,12349,0.83,0.24,0.0,False,True,False
7200,content_653063be0429,client_3fdba35f04,striking,13.2,12338,0.27,0.17,0.0,False,True,False
7201,content_649c63664f77,client_f369cb89fc,page_1,4.7,12331,0.61,0.24,0.0,False,True,False
7202,content_6037aa0e513d,client_6208ef0f77,striking,16.5,12322,0.65,0.17,0.0,False,True,False
7203,content_65cbf6d4d030,client_b4944c6ff0,page_1,4.2,12293,0.33,0.24,0.0,False,True,False
7204,content_d11aa36e122c,client_4e07408562,page_1,8.5,12291,0.28,0.24,0.0,False,True,False
7205,content_3e30eb59a719,client_6208ef0f77,striking,10.8,12278,0.41,0.17,0.0,False,True,False
7206,content_1c793abc0265,client_6208ef0f77,page_1,8.1,12275,1.21,0.24,0.0,False,True,False
7207,content_e96cd03836d8,client_6208ef0f77,page_1,8.5,12253,1.36,0.24,0.0,False,True,False
7208,content_c7689fe10916,client_19581e27de,page_1,4.2,12249,0.44,0.24,0.0,False,True,False
7209,content_fd93be360517,client_f369cb89fc,striking,13.6,12243,0.25,0.17,0.0,False,True,False
7210,content_1d2bd7c0a395,client_d029fa3a95,page_1,3.5,12241,0.56,0.24,0.0,False,True,False
7211,content_a581da0dae32,client_349c41201b,page_1,7.5,12207,0.51,0.24,0.0,False,True,False
7212,content_033fb70d570d,client_349c41201b,page_1,7.3,12188,0.39,0.24,0.0,False,True,False
7213,content_dc22025acb5b,client_7f2253d7e2,page_1,9.4,12183,0.62,0.24,0.0,False,True,False
7214,content_d905b795512a,client_19581e27de,page_1,5.6,12170,0.24,0.24,0.0,False,True,False
7215,content_3ede3ec0c2f3,client_19581e27de,page_1,6.5,12169,0.3,0.24,0.0,False,True,False
7216,content_bfd3c1e52fd4,client_19581e27de,page_1,7.1,12165,0.29,0.24,0.0,False,True,False
7217,content_c6c8d2bff9d2,client_6208ef0f77,striking,14.0,12145,1.09,0.17,0.0,False,True,False
7218,content_08bc32ed269e,client_349c41201b,page_1,10.0,12136,0.62,0.24,0.0,False,True,False
7219,content_d9c4d0e1024f,client_f74efabef1,page_1,7.1,12135,0.39,0.24,0.0,False,True,False
7220,content_373d506f65e9,client_a88a7902cb,striking,11.3,12107,0.25,0.17,0.0,False,True,False
7221,content_235e6c042e46,client_19581e27de,page_1,5.3,12093,0.55,0.24,0.0,False,True,False
7222,content_b5efa0bd73ec,client_4e07408562,page_1,5.2,12083,0.46,0.24,0.0,False,True,False
7223,content_e2f91310fa14,client_19581e27de,page_1,4.8,12080,0.28,0.24,0.0,False,True,True
7224,content_660dff42ecc1,client_f74efabef1,page_1,4.8,12079,1.01,0.24,0.0,False,True,False
7225,content_41b6ee0c10bf,client_3fdba35f04,striking,13.3,12070,0.2,0.17,0.0,False,True,False
7226,content_49b07a9052b5,client_6208ef0f77,striking,14.2,12063,0.17,0.17,0.0,False,True,False
7227,content_d7238b16367e,client_4e07408562,page_1,7.6,12049,0.79,0.24,0.0,False,True,False
7228,content_1bfca0e6bb66,client_4e07408562,page_1,6.2,12038,0.27,0.24,0.0,False,True,False
7229,content_656862e35fb6,client_19581e27de,top_3,2.6,12034,0.29,0.2,0.0,False,True,False
7230,content_d5131c5105e3,client_6208ef0f77,page_1,5.4,12032,0.88,0.24,0.0,False,True,False
7231,content_c8f7e3b9891c,client_7f2253d7e2,page_1,5.8,12029,1.01,0.24,0.0,False,True,False
7232,content_c50b58f7c1ee,client_6208ef0f77,page_3_5,20.0,12028,0.26,0.155,0.0,False,True,False
7233,content_f6c3ae3a47d1,client_19581e27de,page_1,4.7,12028,0.96,0.24,0.0,False,True,False
7234,content_e3461d6ffbe6,client_19581e27de,page_1,6.3,12026,0.24,0.24,0.0,False,True,True
7235,content_4f8601741edf,client_19581e27de,page_1,4.1,12022,0.3,0.24,0.0,False,True,False
7236,content_8b63daffc832,client_19581e27de,page_1,6.4,12019,0.36,0.24,0.0,False,True,False
7237,content_9940a3967360,client_19581e27de,page_1,4.3,12005,0.72,0.24,0.0,False,True,False
7238,content_a783faba7826,client_19581e27de,page_1,5.2,12001,0.53,0.24,0.0,False,True,True
7239,content_bf7e47e20643,client_6208ef0f77,striking,15.9,11973,0.87,0.17,0.0,False,True,False
7240,content_950e52d93396,client_19581e27de,page_1,3.8,11971,0.86,0.24,0.0,False,True,False
7241,content_9f2b69296b69,client_4e07408562,striking,10.1,11966,1.4,0.17,0.0,False,True,False
7242,content_9924e0695f7b,client_6208ef0f77,striking,14.6,11957,1.25,0.17,0.0,False,True,False
7243,content_67d4dae87fcb,client_19581e27de,page_1,6.2,11948,0.24,0.24,0.0,False,True,False
7244,content_1f5c2cb9d552,client_6208ef0f77,striking,15.5,11931,0.47,0.17,0.0,False,True,False
7245,content_a1b27e658947,client_b4944c6ff0,page_1,4.6,11929,1.28,0.24,0.0,False,True,False
7246,content_73117f16de3d,client_6208ef0f77,striking,19.0,11916,0.32,0.17,0.0,False,True,False
7247,content_27b0d7c16944,client_6208ef0f77,page_1,8.4,11915,0.98,0.24,0.0,False,True,False
7248,content_6a37ca446ad7,client_7f2253d7e2,page_1,6.9,11907,1.17,0.24,0.0,False,True,False
7249,content_1fdabe9a2927,client_3fdba35f04,page_1,6.0,11900,0.39,0.24,0.0,False,True,False
7250,content_c6b3efc496c7,client_19581e27de,page_1,4.8,11900,0.35,0.24,0.0,False,True,True
7251,content_d146f9b62f19,client_19581e27de,page_1,5.1,11899,0.32,0.24,0.0,False,True,False
7252,content_1717bdd90c8e,client_7f2253d7e2,striking,13.7,11886,0.38,0.17,0.0,False,True,False
7253,content_6fad5f399883,client_19581e27de,page_1,5.7,11847,0.26,0.24,0.0,False,True,False
7254,content_6b673fd3e66b,client_3fdba35f04,striking,14.0,11844,0.19,0.17,0.0,False,True,False
7255,content_85435771611e,client_6208ef0f77,striking,17.4,11835,0.26,0.17,0.0,False,True,False
7256,content_3f679c7e0134,client_7f2253d7e2,striking,15.1,11832,0.22,0.17,0.0,False,True,False
7257,content_5ab702ef906e,client_4ec9599fc2,page_1,5.1,11830,0.97,0.24,0.0,False,True,False
7258,content_c9189c302ff1,client_4e07408562,striking,17.6,11812,0.34,0.17,0.0,False,True,False
7259,content_3be13cd9cb0c,client_4e07408562,page_1,5.0,11792,1.07,0.24,0.0,False,True,False
7260,content_8777a042ad5f,client_19581e27de,page_1,4.5,11785,0.45,0.24,0.0,False,True,False
7261,content_808be213d8c2,client_6208ef0f77,page_1,4.2,11782,0.3,0.24,0.0,False,True,False
